label,sentences,class
D_s75,আমার মোজাটা কোথায় রাখা আছে খুঁজে পাচ্ছি না,Dementia
D_s76,প্যান্টটা ভাঁজ করে আলমারিতে রেখে দাও,Dementia
D_s77,সাদা রঙের জামাটা আমার একদমই পছন্দ না,Dementia
D_s78,আমার জামাকাপড়গুলি ময়লা হয়ে গেছে ধুয়ে দিতে হবে,Dementia
D_s79,আমাকে একটা নতুন জামা খুঁজে দাও তো,Dementia
D_s80,তুমি আমার সাথে বাজারে যাবে কিছু কেনাকাটা করব,Dementia
D_s81,আমার এই জামাটা পুরোনো হয়ে গিয়েছে,Dementia
D_s82,কাল একটা নতুন জামা কিনতে হবে,Dementia
D_s83,আমাকে গরম কাপড়ের কিছু বের করে দাও বাইরে বাতাস হচ্ছে,Dementia
D_s84,তোমার জামাটা খুবই সুন্দর লেগেছে আমার কাছে,Dementia
D_s85,কাল কোন কাজ রেখো না জামাকাপড় কিনতে যাব,Dementia
D_s86,আমার জামাটার একপাশে ছিড়ে গেছে,Dementia
D_s87,শার্টের রংটা নষ্ট হয়ে গেছে প্রায়,Dementia
D_s88,মেয়েদের জামার দাম এখন অনেকটা বেশি,Dementia
D_s89,অপ্রয়োজনীয় কাপড় কিনে টাকা নষ্ট করার দরকার নেই,Dementia
D_s90,প্রায় এক বছর পরে নতুন স্যান্ডেল কিনলাম,Dementia
D_s91,আমার জামাটা ভালোমতো ইস্ত্রি হয়নি,Dementia
D_s92,এবার ঈদে আমি নতুন জামা কিনবো না,Dementia
D_s93,আমার পরার জন্য অল্প জামাকাপড় যথেষ্ট,Dementia
D_s94,আমাদের সময় ঢিলা প্যান্ট পড়ার চল ছিলো,Dementia
D_s95,শহরের কাপড়ের দাম এতোটা বেশি তা জানা ছিল না,Dementia
D_s96,পায়ের মোজা টা বারবার খুলে যাচ্ছে,Dementia
D_s97,আমার এই জামাটা একটু বড় হয়ে গেছে,Dementia
D_s98,কম্বলটা সরিয়ে দাও এখন গরম লাগছে ,Dementia
D_s99,আগেকার মানুষ এতটা রংবেরঙের কাপড় পরতো না,Dementia
D_s100,জামা বানিয়ে নেবো না দোকান থেকে কিনে নেবো বুঝতে পারছিনা,Dementia
D_s101,আমার নতুন জামাটা দোকানে ফেলে রেখে চলে এসেছি,Dementia
D_s102,আমার এই জামাটা ময়লা হয়ে গিয়েছে আজকে ধুয়ে দিও তো,Dementia
D_s103,এবার ঈদে মা আর বাবার জন্য নতুন জামা কিনব,Dementia
D_s104,তোমার ছোট ছেলেকে স্কুলের পোশাকে তো খুব সুন্দর লাগছে,Dementia
D_s105,আমি ঠিক করেছি এবার ঈদে সবাইকে শপিং করে দিব,Dementia
D_s106,সামনে পহেলা বৈশাখে আমরা বাসার সবাই পাঞ্জাবি আর শাড়ি পরব,Dementia
D_s107,ঈদের কেনাকাটা আগেই সেরে ফেলবো পরে ভিড় অনেক বেড়ে যায়,Dementia
D_s108,পায়জামার দড়িটা ঠিক ভাবে বাঁধতে পারছি না,Dementia
D_s109,আমার বড় বোন ঈদে একটা শাড়ি চেয়েছিল কিনতে ভুলে গিয়েছি,Dementia
D_s110,আমার পুরনো চাদরটা বের করে দিও তো গায়ে দেবো,Dementia
D_s111,আমার চশমাটা দাও কাপড়ের রংটা বুঝতে পারছি না,Dementia
D_s112,কাপড় গুলো কাচার কথা মনেই থাকে না আজকে ধুয়ে দেবো,Dementia
D_s113,আজ গোসলের পর আমাকে নতুন জামা পরিয়ে দিও,Dementia
D_s114,জামাটা সুন্দর কিন্তু দামটা একটু বেশি মনে হচ্ছে,Dementia
D_s115,বাইরে বের হওয়ার সময় আমার হাতে ঘড়ি পরিয়ে দিও,Dementia
D_s116,তুমি এই শাড়িটা পড়ো তোমাকে ভালো লাগবে,Dementia
D_s117,শীত অনেক বেশি লাগছে সোয়েটার বের করা লাগবে মনে হয়,Dementia
D_s118,মোজাটা আবার খুলে গিয়েছে ঠিক করে দাও,Dementia
D_s119,জামাটা অনেক পুরনো হলেও আমার পরে বেশ আরাম লাগে,Dementia
D_s120,এই জামাটা কোথা থেকে কিনেছিলাম মনে নাই,Dementia
D_s121,জুতাটা পরে আমার পা ব্যথা হয়ে গেল খুলে দাও,Dementia
D_s122,কাপড়ের ডিজাইন টা এরকম না আলাদা ছিল মনে হয়,Dementia
D_s123,তোমার পোশাকের ধরন আমার খুব একটা ভালো লাগেনি,Dementia
D_s124,অনলাইনে কিভাবে জামা কাপড় কিনে আমাকে শিখিয়ে দিও তো,Dementia
D_s125,আমার এই রকম কোনো শাড়ি ছিল কিনা মনে নেই,Dementia
D_s126,এই ঈদে শুধু একটা শাড়ি কিনব আর কিছু না,Dementia
D_s127,আমার বিয়েতে আমি একটা বেনারসি শাড়ি পড়েছিলাম,Dementia
D_s128,তুমি আমার সিল্কের শাড়িটা পড়তে পারো তোমাকে মানাবে,Dementia
D_s129,জামার ওড়নাটা আমার অনেক পছন্দ হয়েছে,Dementia
D_s130,নতুন ব্লাউজের সেলাই টা অনেক চাপা পরতে অসুবিধা হচ্ছে,Dementia
D_s131,পুজোয় পরার জন্য লাল সাদার ভেতরে একটা শাড়ি কিনে আনবে,Dementia
D_s132,বয়স হয়ে গিয়েছে এর জন্য শাড়ি সামলাতে অসুবিধা হয়,Dementia
D_s133,শাড়ির কুচি কিভাবে দেয় মনে করতে পারছিনা,Dementia
D_s134,শাড়িটা ভালো করে ধুয়ে রাখো যেন রঙ নষ্ট না হয়,Dementia
D_s135,ওড়নাটা ঠিকভাবে রাখতে পারছিনা আগে তো এরকম হতো না,Dementia
D_s136,এই শাড়িটা আমার বিয়ের সময় কিনেছিলাম এখনো রেখে দিয়েছি,Dementia
D_s137,আজ শাড়ি পড়তে গিয়ে আঁচল কিভাবে দেব বুঝতে পারছিলাম না,Dementia
D_s138,জামার রং এর নাম মনে করতে পারছি না,Dementia
D_s139,বুটিকের ডিজাইন করা একটা কামিজ কিনতে ইচ্ছা করছে,Dementia
D_s140,এই ফ্রকটা অনেক সুন্দর কিন্তু ঢিলা মনে হচ্ছে,Dementia
D_s141,নতুন বাসার রাস্তাটা ভুলে গেছি,Dementia
D_s142,বাড়িটা পরিচিত লাগছে আগে এসেছি মনে হচ্ছে ,Dementia
D_s143,আমার বাড়িটা কোথায় মনে পড়ছে না,Dementia
D_s144,আমি কোন রুমে থাকি মনে করতে পারছি না,Dementia
D_s145,তুমি কোথায় থাকো ঠিক মাথায় আসছে না,Dementia
D_s146,তোমার বাসা কোন এলাকায় বলেছিলে মনে নেই,Dementia
D_s147,তুমি ঢাকায় থাকো জানতামই না,Dementia
D_s148,আমাকে এখনই বাসায় যেতে হবে,Dementia
D_s149,তোমার বাসার ঠিকানা মনে করতে পারছি না,Dementia
D_s150,আমার বন্ধুর বাসা কোন জেলায় মনে পড়ছে না,Dementia
D_s151,আমি কোথায় চাকরি করতাম মনে নেই,Dementia
D_s152,পাশের বাড়ির ডিজাইনটা সুন্দর লাগে,Dementia
D_s153,সন্ধ্যার আগেই বাসায় ফিরে আসবে কিন্তু,Dementia
D_s154,অনেক গরম লাগছে জানালাটা খুলে দাও,Dementia
D_s155,এসি টা অন করে দিও তাহলে একটু শান্তি পাই,Dementia
D_s156,কারেন্ট না থাকলে ঘরে থাকতে অনেক কষ্ট হয়,Dementia
D_s157,ফ্যানের জোরটা একটু বাড়িয়ে দাও,Dementia
D_s158,বাড়ির কাজ কবে শেষ হবে কি জানি,Dementia
D_s159,আমাদের বাসার ছাদে যাও দারুণ বাতাস পাবে,Dementia
D_s160,বসার জন্য একটা নতুন সোফা কিনতে হবে,Dementia
D_s161,ঘরের ফার্নিচার গুলোর রঙ একদম নষ্ট হয়ে গেছে,Dementia
D_s162,সিমেন্টের দাম কমলে বাড়িটা প্লাস্টার করবো ভাবছিলাম,Dementia
D_s163,সামনের মাসে ঘরের চালটা ঠিক করতে হবে,Dementia
D_s164,ইটের দাম বেড়ে গেলে বাড়িটা এখন বানাতে পারবো না,Dementia
D_s165,বর্ষার আগেই বাড়ির কাজ শুরু করতে হবে,Dementia
D_s166,রাতে মনে হয় অনেক জোরে বৃষ্টি হয়েছে,Dementia
D_s167,বাসা ভাড়া দেওয়ার কথা তো ভুলেই গিয়েছি,Dementia
D_s168,বাড়িটা ভাড়া দিলে কিছু লাভ হতো,Dementia
D_s169,আমি বাসায় তালা লাগাতে ভুলে গিয়েছি,Dementia
D_s170,লোন নিয়ে বাড়ি তৈরির কাজ শুরু করবো,Dementia
D_s171,দরজার চাবিটা কোথায় রেখেছি খুজেই পাচ্ছি না,Dementia
D_s172,নিজের বাড়িতে থাকা মনে হয় স্বপ্নই থেকে যাবে,Dementia
D_s173,আজ সকাল থেকে বাসায় বিদ্যুৎ নেই,Dementia
D_s174,ঘরের ফ্যান লাইট বন্ধ করতে মনে নেই,Dementia
D_s175,জানলাটা কিভাবে লাগাবো বুঝতে পারছি না,Dementia
D_s176,জানালা দিয়ে বাতাস আসছে আমি এখানে কিছুক্ষণ বসে থাকি,Dementia
D_s177,এই বাসর প্রত্যেকটা কোনা আমার জানা আছে,Dementia
D_s178,বারান্দায় বসার জন্য একটা চেয়ার কিনতে হবে,Dementia
D_s179,বসার ঘরের সোফা টা অনেক পুরনো হয়ে গিয়েছে,Dementia
D_s180,টেবিলটা আমি সেই আমলে অনেক দাম দিয়ে বানিয়েছিলাম,Dementia
D_s181,তখন আমাদের বাসার খাবার টেবিলও ছিল না,Dementia
D_s182,গ্যাসের চুলাটা কিনব কিনবো করে কেনা হচ্ছে না,Dementia
D_s183,ঝাড়ু কিনে আনতে বলেছিলে ভুলে গিয়েছি,Dementia
D_s184,শুনলাম তোমার বাড়ির ছাদ ঢালাই চলছে,Dementia
D_s185,বাগানের গাছগুলোতে পানি দেওয়ার কথা মনেই নেই,Dementia
D_s186,চাকরি থেকে অবসর নিলে বাড়ির কাজ শুরু করব,Dementia
D_s187,কষ্ট করে আয় করছি যেন ভালোমত থাকতে পারি,Dementia
D_s188,বিশ্ববিদ্যালয়ের পাশে বাসা ভাড়া অনেক বেশি বলে,Dementia
D_s189,আমাদের এলাকাতে বাড়ি ভাড়া তুলনামূলক কম,Dementia
D_s190,এই মাসে বিদ্যুতের বিল অনেক বেশি এসেছে,Dementia
D_s191,বাড়ি বানাতে ভাবছি ব্যাংক থেকে কিছু লোন নেব,Dementia
D_s192,এই মাসের বাড়ি ভাড়া দিতে ভুলে গিয়েছি,Dementia
D_s193,সারাদিন পরে বাসায় এসে একটু শান্তি লাগে,Dementia
D_s194,তোমরা চারজন মানুষ তোমাদের জন্য তিনটা ঘরই যথেষ্ট,Dementia
D_s195,বাড়ি বানিয়ে উপর আর নিচতলা ভাড়া দিয়ে দিব,Dementia
D_s196,গতকাল বড় ছেলের বাসায় গিয়েছিলাম,Dementia
D_s197,গ্রামের বাসাটা অনেক সুন্দর করে বানিয়েছি,Dementia
D_s198,খাবারগুলো বের করে গরম করতে ভুলে গিয়েছি,Dementia
D_s199,চাকরির জন্য শহরে থাকা লাগে না হলে গ্রামেই আরামদায়ক,Dementia
D_s200,আমাদের এলাকায় বাড়ি ভাড়া একটু বেশিই,Dementia
D_s201,ছাদে অনেকগুলো গাছ লাগিয়েছি দেখলে ভালো লাগবে,Dementia
D_s202,বাড়ির পেছনের বাগানটা একদিন গিয়ে দেখে এসো,Dementia
D_s203,জানালার সাদা পর্দার জন্য ঘর আলো হয়ে আছে,Dementia
D_s204,বাড়ির সামনের মাঠ থেকে বাচ্চাদের একটু ঘুরিয়ে নিয়ে আসো,Dementia
D_s205,শুক্রবারে বাসার নিচেই সবকিছুর বাজার বসে,Dementia
D_s206,বারান্দায় বসে চা খেতে আমার বেশ ভালো লাগে,Dementia
D_s207,এই এলাকাতে বিদ্যুৎ বেশ ঝামেলা করে,Dementia
D_s208,গ্রামের বাড়িটাতে একটা এসি লাগালে ভালো হয়,Dementia
D_s209,পাশের বাড়ির বাচ্চাগুলো অনেক ভদ্র মিশুক,Dementia
D_s210,নতুন ফ্ল্যাট কেনার জন্য টাকা জমাচ্ছি,Dementia
D_s211,আমি এই স্কুলের শিক্ষক ছিলাম,Dementia
D_s212,আমি মনে হয় এই স্কুলে পড়তাম,Dementia
D_s213,পড়তে গেলে এখন অনেক কিছুই মনে থাকে না,Dementia
D_s214,লেখাটা আমার মনে আসছে না,Dementia
D_s215,ছোটবেলার কবিতা গুলো এখন আর মনে রাখতে পারছি না,Dementia
D_s216,যখন ছোট ছিলাম তখন লেখাপড়ায় অনেক ভালো ছিলাম,Dementia
D_s217,আমরা পায়ে হেঁটে স্কুলে যেতাম,Dementia
D_s218,আমাদের সময় লেখাপড়া এত উন্নতই ছিল না,Dementia
D_s219,এখন সবকিছু মুখস্ত করে মনে রাখতে পারিনা,Dementia
D_s220,কলমটা ধরতে অসুবিধা হচ্ছে কিভাবে লিখব বুঝতে পারছি না,Dementia
D_s221,কলেজে পড়ার সময় আমি একবার ফেল করেছিলাম,Dementia
D_s222,আমি তোমার কথা বুঝতে পারিনি আরেকবার বললে ভাল হয়,Dementia
D_s223,এই বয়সে এসে পড়াশুনার উপর আগ্রহ কমে যাচ্ছে,Dementia
D_s224,ছেলেটা পড়াশোনায় অনেক ভালো,Dementia
D_s225,এই মেয়েকে সব সময় পড়াশোনা করতে দেখি,Dementia
D_s226,আমার স্কুলের নামটা সঠিক মনে নেই,Dementia
D_s227,এখন পড়াশোনা অনেক সহজ হয়ে গেছে,Dementia
D_s228,এখন লিখতে গেলে হাত কেঁপে অক্ষর গুলো এলোমেলো হয়ে যায়,Dementia
D_s229,আমার সূত্রটা মনে পড়ছে না,Dementia
D_s230,ক্যালকুলেটর দিয়ে হিসাব করে দিয়ে দাও তো,Dementia
D_s231,মনে হচ্ছে সাধারণ হিসাব করতে ভুলে যাচ্ছি,Dementia
D_s232,আজকাল শিক্ষার অবস্থা ভালো না,Dementia
D_s233,বাংলাদেশের ছেলে মেয়েরা শুধু বিসিএস দেয়ার চিন্তা করে,Dementia
D_s234,কালকেই এইটা মুখস্ত করলাম আজকে ভুলে গিয়েছি,Dementia
D_s235,আমার পছন্দের গল্পের বইটার নামটা মনে করতে পারছি না,Dementia
D_s236,এখনকার শিক্ষকেরা ঠিকমতো দায়িত্ব পালন করে না,Dementia
D_s237,এক লাইন দেখে পড়তে যেয়েই হিমশিম খাচ্ছি,Dementia
D_s238,বিশ্ববিদ্যালয়ে পড়ার সময় হাত খরচের জন্য টিউশনি করাতাম,Dementia
D_s239,এই প্রতিষ্ঠানে লোকেরা ঠিক সময়ে কাজে আসে না,Dementia
D_s240,তোমার নিজের ছেলে মেয়ে সমানভাবে দেখা উচিত,Dementia
D_s241,পড়ার মাঝখানে কোন বিষয় নিয়ে পড়তেছিলাম সেইটা ভুলে যাই,Dementia
D_s242,তোমাদের শিক্ষক সৎ না হলে তোমরা ভালো হবে কি করে,Dementia
D_s243,নতুন কিছু শিখতে গেলে আনন্দ নিয়ে শিখবে,Dementia
D_s244,তুমি বলেছিলে তোমাদের শিক্ষক পড়ানোতে গুরুত্ব দেয় না,Dementia
D_s245,অক্ষরগুলো দেখে বুঝতে পারছিনা ঠিক  কি লেখা আছে,Dementia
D_s246,ছেলে মেয়ে ভুল করলে মারধর করবে না,Dementia
D_s247,আমার এখন আর অত বুদ্ধি নেই,Dementia
D_s248,বুঝতে পারছিনা বলেই বারবার জিজ্ঞেস করছি,Dementia
D_s249,শুনলাম মেয়েটা নাকি টাকা দিয়ে চাকরি পেয়েছে,Dementia
D_s250,ভাই জানে অনেক কিন্তু সুন্দর করে বোঝাতে পারে না,Dementia
D_s251,আমি পড়াশোনা করার এত সুযোগ পাইনি,Dementia
D_s252,গ্রামের পড়াশোনা শহরের মত এতো মান ভালো না,Dementia
D_s253,বইটা দেখে মনে হচ্ছে আগে পড়েছি কিন্তু কিছু মনে আসছে না,Dementia
D_s254,এখন পড়াশোনার অনেক খরচ বেড়ে গেছে,Dementia
D_s255,আগের জিনিস মনে পড়ে কিন্তু এখন কিছুই মনে পড়ছে না,Dementia
D_s256,বাচ্চাদের পড়াশোনার জন্য বেশি চাপ দিও না,Dementia
D_s257,তুমি শুরুতে কি যে বলেছিলে ভুলে গেছি,Dementia
D_s258,আগে বুদ্ধি অনেক ভাল ছিল এখনই কিছু মনে রাখতে পারি না,Dementia
D_s259,কি আর বলবো বই খাতার দাম যা বেড়েছে,Dementia
D_s260,আজ তোমাদের স্কুলে নতুন বই দেয়া হবে,Dementia
D_s261,এই ছেলেটা সারাদিন কম্পিউটারের সামনে বসে থাকে,Dementia
D_s262,প্রতিদিন পড়াশোনা করতে হবে ভুলে গেলে চলবে না,Dementia
D_s263,শুধু একটা জিনিস নিয়ে পড়ে থেকো না অন্য কিছু শেখো,Dementia
D_s264,তোমাদের তো পড়াশোনা পরীক্ষার আগের রাতে শুরু হয়,Dementia
D_s265,এই অক্ষরটা কিভাবে লিখতে হয় ভুলে গিয়েছি,Dementia
D_s266,মনে রাখার জন্য আমাকে প্রতিদিন একটু  একটু  করে পড়তে হবে,Dementia
D_s267,এখন স্কুল-কলেজে কোন পড়াশোনা হয় না,Dementia
D_s268,আমার ছোট ছেলে আমাকে অনেক কিছু শেখায়,Dementia
D_s269,শুধু পড়াশোনা জানলেই হয় না ভালো ব্যবহার ও জানতে হয়,Dementia
D_s270,আমার জানা জিনিস যখন বলতে যায় মাথায় কিছুই আসে না,Dementia
D_s271,পারিবারিক শিক্ষার অভাবে মেয়েটার আজ বেহাল অবস্থা,Dementia
D_s272,সবার সাথে ভালো ব্যবহার করতে চেষ্টা করবে,Dementia
D_s273,সন্তানকে বেশি আদর করতে গিয়ে সঠিক শিক্ষা দিতে ভুলে যাচ্ছেন,Dementia
D_s274,আমার মা আমাকে সবকিছু শিখিয়েছেন,Dementia
D_s275,ছোট মেয়ে কখন স্কুলে গিয়েছে মনে করতে পারছি না,Dementia
D_s276,কোন কিছু দেখতে গেলে বেশিক্ষণ ধৈর্য থাকে না ,Dementia
D_s277,স্কুলে আমি কি কি করতাম সব ভুলে গিয়েছি,Dementia
D_s278,ভাবছিলাম একটা নোট লিখব কিন্তু কি লিখব মনে করতে পারছি না,Dementia
D_s279,কথা বলার মাঝখানেই ভুলে যাই কি বলতেছিলাম,Dementia
D_s280,আমি ঠেকা খেয়ে অনেক কিছু শিখেছি,Dementia
D_s281,আমি ইদানিং ঔষধ খেতে ভুলে যাচ্ছি,Dementia
D_s282,ডাক্তার নিয়মিত চেক আপ করতে বলেছে,Dementia
D_s283,আজকে কোন ঔষধ খাওয়ার কথা তা মনে নাই,Dementia
D_s284,চোখের দৃষ্টিশক্তি দিনদিন কমে যাচ্ছে,Dementia
D_s285,এতগুলো ঔষধ খাওয়ার কারনে আমি আরো দুর্বল হয়ে যাচ্ছি,Dementia
D_s286,এই ঔষধটা আমি  অনেক দিন ধরে খাচ্ছি,Dementia
D_s287,ওষুধের নামটা কিছুতেই মনে আসছে না,Dementia
D_s288,ডাক্তার বলল আরো কিছু টেস্ট করা লাগবে,Dementia
D_s289,ডাক্তার দেখানোর পরও শরীর কোন উন্নতি হচ্ছে না,Dementia
D_s290,রাতে ঘুম ঠিকমতো হচ্ছে না মনে হয় সব ভুলে যাচ্ছি,Dementia
D_s291,সিঁড়ি দিয়ে উপরে উঠে নিঃশ্বাস নিতে কষ্ট হচ্ছে,Dementia
D_s292,ইদানিং দিন তারিখ মনে রাখতে পারি না,Dementia
D_s293,আমার প্রেসক্রিপশন টা দেখে দাও তো,Dementia
D_s294,রাতে কি মেডিসিন খেতে হবে ভুলে গিয়েছি,Dementia
D_s295,ওষুধ কিনতে কিনতে অতিষ্ঠ হয়ে গিয়েছি,Dementia
D_s296,কিছু খাওয়ার পরেই বুকে জ্বালা পোড়া শুরু হয়,Dementia
D_s297,এই ওষুধটা সময়মতো না খেলে আমার সমস্যা হয়,Dementia
D_s298,হাত-পা দুর্বল হয়ে যাচ্ছে কি করলে যে ঠিক হবে,Dementia
D_s299,চশমার পাওয়ারটা পালটানো দরকার দেখতে সমস্যা হচ্ছে,Dementia
D_s300,ডাক্তার ঠিকমতো ওষুধ খেতে বলেছেন,Dementia
D_s301,ইদানিং খুব মাথা ঘুরছে ঠিকমতো দাঁড়াতে পারছি না,Dementia
D_s302,হসপিটালের নামটা ঠিক মনে করতে পারছি না,Dementia
D_s303,ঠান্ডা মাথার ডাক্তার না হলে দেখাতে যাব না,Dementia
D_s304,সরকারি হাসপাতালে বিনামূল্যে ওষুধ দেয় জানা ছিল না,Dementia
D_s305,এখন ঔষুধেরও দাম অনেক বেড়ে গেছে,Dementia
D_s306,ঠিক সময়ে চিকিৎসা করালে রোগটা এত বাড়তো না,Dementia
D_s307,দেশের চিকিৎসা ব্যবস্থা আমার খুব একটা পছন্দ না,Dementia
D_s308,ডাক্তারটার কথা শুনে মনে হয় খুব একটা বেশি জানেনা,Dementia
D_s309,ডাক্তার দেখাতে যাওয়ার কথা ছিল ভুলে গিয়েছি,Dementia
D_s310,মেডিসিন গুলোর এক্সপায়ার ডেট দেখে দাও তো,Dementia
D_s311,ডাক্তার কি পরামর্শ দিল এখন আর মাথায় আসছে না,Dementia
D_s312,রাতে অবশ্যই আমাকে ওষুধ খাওয়ার কথা মনে করিয়ে দিও,Dementia
D_s313,আমি কোন কাজই মনোযোগ দিয়ে করতে পারছি না,Dementia
D_s314,আমি যে ডাক্তারকে দেখায় ওনার নাম মনে নাই,Dementia
D_s315,একটু অসুস্থ হলেই ডাক্তারের কাছে যেতে ভালো লাগেনা,Dementia
D_s316,ভাবছি সামনের মাসে চিকিৎসার জন্য দেশের বাইরে যাব,Dementia
D_s317,ভালো মানসিক রোগ বিশেষজ্ঞ থাকলে আমাকে জানিও তো,Dementia
D_s318,কি সমস্যার জন্য ডাক্তার দেখাতে এসেছি ভুলে গিয়েছি,Dementia
D_s319,বেসরকারি হাসপাতালগুলোতে গেলে অনেক টাকা নষ্ট হবে,Dementia
D_s320,ডাক্তার এতগুলো টেস্ট কেন দিলো বুঝতে পারছি না,Dementia
