label,sentences,class
s90,কাল আমার বন্ধুদের বাসায় দাওয়াত দিয়েছি।,Non_Dementia
s91,বিকেলে একটা নতুন উপন্যাস পড়তে বসবো।,Non_Dementia
s92,রাত জেগে খেলা দেখলে কালকে বেলা পর্যন্ত ঘুমাবো।,Non_Dementia
s93,অফিসের পিকনিকের জন্য প্রস্তুতি নিতে হবে।,Non_Dementia
s94,রাতে বন্ধুদের সাথে মাওয়া যেয়ে ইলিশ ভাজা খাবো।,Non_Dementia
s95,আর একমাস পরে আমার ফাইনাল পরীক্ষা।,Non_Dementia
s96,বাসায় গিয়ে আজকের নোটগুলো আমাকে দিও।,Non_Dementia
s97,মা-বাবার জন্য ঈদের কেনাকাটা করতে হবে।,Non_Dementia
s98,আজ ব্যাঙ্কে টাকা জমা দিয়ে আসলাম।,Non_Dementia
s99,ছেলেকে এইবার একটা সাইকেল কিনে দিবো।,Non_Dementia
s100,আমার মেয়ে ফুটবল খেলা খুব পছন্দ করে।,Non_Dementia
s101,আগামী মাসে নতুন কোর্সে অ্যাডমিশন নিতে হবে।,Non_Dementia
s102,কাল বিকেলের মধ্যে কিছু কাজ শেষ করতে হবে।,Non_Dementia
s103,"পরশু ছুটির দিন, চলো বিকেলে কোথাও বেড়াতে যাই।",Non_Dementia
s104,আগামী মাসে একটা কনফারেন্সে হওয়ার কথা আছে।,Non_Dementia
s105,আজকে আর মেলায় যেতে ইচ্ছা করছেনা।,Non_Dementia
s106,পরশুদিন আমাকে ডাক্তারের কাছে যেতে হবে।,Non_Dementia
s107,এইবার ছুটিতে বন্ধুদের সাথে পাহাড়ে বেড়াতে যাব।,Non_Dementia
s108,বিকেলে একটা নতুন সিরিজ দেখা শুরু করব।,Non_Dementia
s109,ক্লাস শেষ করে বন্ধুদের সাথে কফি খেতে যাব।,Non_Dementia
s110,দুপুরের পর বাবা কেনাকাটা করতে যাবে বলেছেন।,Non_Dementia
s111,অনেকদিন ধরে চাকরি খুঁজছি কিন্তু পাওয়া যাচ্ছেনা।,Non_Dementia
s112,আগামী বছর আমার মেয়েটা ক্লাস টু তে উঠবে।,Non_Dementia
s113,আজকে বাবার টেস্টের রিপোর্ট হাতে পাব।,Non_Dementia
s114,গতকাল দুপুরে একটা জরুরী মিটিং ছিল।,Non_Dementia
s115,"বিকেলে বাসাায় মেহমান আসবে, বাজারে যেতে হবে।",Non_Dementia
s116,আমার বন্ধুর মায়ের শরীরটা খুব একটা ভালোনা,Non_Dementia
s117,আগামী সপ্তাহে আমি তোমাদের বাসায় বেড়াতে যাবো।,Non_Dementia
s118,আজ অনেক রাত জেগে পড়াশোনা করেছি।,Non_Dementia
s119,আমি ঢাকায় দুইটা টিউশনি করাই।,Non_Dementia
s120,বিকেলে তোমাকে কোচিং এ রেখে আমি কাজে যাবো।,Non_Dementia
s121,আজ আমার পুরনো একটা বন্ধুর সাথে দেখা হল।,Non_Dementia
s122, বিকেলে মাঠে ফুটবল খেলতে যাব।,Non_Dementia
s123,এক কাপ গরম চা আর বই নিয়ে বারান্দায় বসে ছিলাম।,Non_Dementia
s124,আজকের অনুষ্ঠানটি সবাই অনেক উপভোগ করেছে।,Non_Dementia
s125,এই বিছানাটা তে শুয়ে আমি অনেক আরাম পাই।,Non_Dementia
s126,শীতকাল আসছে তাই বাজারে নতুন সবজি পাওয়া যাচ্ছে।,Non_Dementia
s127,আজকে অফিস থেকে একটু তাড়াতাড়ি বাসায় আসব।,Non_Dementia
s128,শীতের সকালে কুয়াশায় ঢাকা শহর দেখতে ভালোই লাগে।,Non_Dementia
s129,বাচ্চাদের জন্য শীতের জামা কাপড় আগেই কিনে ফেলবো।,Non_Dementia
s130,"আজকে খুব ব্যস্ত ছিলাম, এই সন্ধ্যায় একটু সময় পেলাম।",Non_Dementia
s131,কিছু দরকারি বই কিনতে লাইব্রেরী যাব।,Non_Dementia
s132,আমি আমার ছোটবেলার বন্ধুদেরকে খুব মিস করি।,Non_Dementia
s133,ব্যবসার অবস্থাটা ইদানিং ভালো যাচ্ছেনা।,Non_Dementia
s134,আজকে অফিসের সবাইকে নিয়ে রেস্টুরেন্টে খাওয়া দাওয়া হল।,Non_Dementia
s135,"সকাল থেকে ঠাণ্ডা বাতাস, শীত আসার আভাস পাচ্ছি।",Non_Dementia
s136,আমি একটি নতুন ল্যাপটপ কেনার জন্য টাকা জমাচ্ছি।,Non_Dementia
s137,আমাকে এই রিপোর্টটি এক দিনের মধ্যে শেষ করতে হবে।,Non_Dementia
s138,"ঘুম কম হচ্ছে, রাত জেগে কাজ করার অভ্যাসটা বাদ দেয়া দরকার।",Non_Dementia
s139,ঝাল খাওয়ার জন্য মনটা ছটফট করছে।,Non_Dementia
s140,নতুন নতুন রেসিপি ট্রাই করতে ভালোই লাগে।,Non_Dementia
s141,গরম অনেক বেশি পড়ছে তাই সকালেই গোসল করে নেবো।,Non_Dementia
s142,"ছোটবেলায় যে পুতুলটা পছন্দ করতাম, সেটা আবার পেয়েছি।",Non_Dementia
s143,"খুব ব্যস্ত দিন কাটালাম, এখন একটু বিশ্রাম দরকার।",Non_Dementia
s144,পরের সপ্তাহে অফিসের জন্য নতুন কিছু পোশাক কিনতে হবে।,Non_Dementia
s145,অনেকদিন পরে আজকে একটু কম্পিউটার গেমস খেলবো।,Non_Dementia
s146,আমার ছাদের ছোট্ট গাছপালাগুলোর যত্ন নিতে হবে।,Non_Dementia
s147,দেখা যাক কি হয় তবে সামনের মাসে কিছু ছোট্ট বিনিয়োগের চিন্তা করছি।,Non_Dementia
s148,অনেকদিন পর পুরনো দিনের গানগুলো শুনলাম।,Non_Dementia
s149,হঠাত কিছু পুরোনো ছবি দেখে আগের অনেক স্মৃতি মনে পড়ছে।,Non_Dementia
s150,আজকে সন্ধ্যায় আমি আর বাবা চাচাদের বাসায় বেড়াতে যাচ্ছি।,Non_Dementia
s151,"বাইরে গেলে হালকা কাপড় পরো, বাহিরে কিন্তু আজকে তুলনামূলক বেশি গরম।",Non_Dementia
s152,আজকে রাত্রে রিয়াল মাদ্রিদ আর বার্সেলোনার ম্যাচ আছে।,Non_Dementia
s153,"পরশুদিন রাত্রে বিয়ের দাওয়াত আছে, ভুলে যেও না কিন্তু।",Non_Dementia
s154,শুক্রবার দুপুরে পরিবারের সবাই মিলে বাইরে খেতে গেলে ভালো হয়।,Non_Dementia
s155,"বাজার করতে যাচ্ছি, বাজারের লিস্টটা একটু তাড়াতাড়ি বের করে দাও তো।",Non_Dementia
s156,"বাবাকে ডাক্তার দেখানোর ডেট পার হয়ে গেছে , আর দেরী করা ঠিক হবেনা",Non_Dementia
s157,বাসায় যাওয়ার পথে মায়ের ঔষুধ গুলো কিনে নিয়ে যাতে হবে।,Non_Dementia
s158,শুনলাম এ বারের বই মেলায় থিলার জনরার বেশ কিছু বই পাওয়া যাচ্ছে।,Non_Dementia
s159,প্রোজেক্টের কাজ করার সময় ল্যাপটপটা হঠাত বন্ধ হয়ে গেছে।,Non_Dementia
s160,শহরের বাইরে একটা নতুন পার্ক হয়েছে সময় পেলে বেড়াতে যাব।,Non_Dementia
s161,"টনসিল হলে গরম পানি দিয়ে কুল্কুচি করতে পারো, ভালো উপকার পাবে।",Non_Dementia
s162,যা বুঝলাম গত মাসে সত্যিই অনেক বেশি খরচ হয়ে গেছে।,Non_Dementia
s163,পরের মাসে বেতন পেয়ে বাবার জন্য ভালো দেখে কয়েকটা পাঞ্জাবি কিনতে হবে। ,Non_Dementia
s164,সকালে এক কাপ হালকা চা এর সাথে পেপার পড়তে ভালোই লাগে।,Non_Dementia
s165,"অনেকদিন হচ্ছে দাদা বাড়ি যাওয়া হচ্ছে না, আজকে কিন্তু যাওয়াই যায় ",Non_Dementia
s166,"কাল রাতে ঠিকমতো ঘুম হয়নি, তাই মাথা কিছুটা ভার ভার লাগছে।",Non_Dementia
s167,"ঢাকা শহরের যে ট্রাফিক, এ কারণে আজ আবার দেরি হয়ে গেল!",Non_Dementia
s168,যেহেতু নতুন কিছু শিখছো সুতরাং অনেক ধৈর্য ধরে থাকতে হবে।,Non_Dementia
s169,"তুমি পড়ালেখার পাশাপাশি ইন্টার্নশিপ করো, কাজে আসবে।",Non_Dementia
s170,"শুনেছি, প্রতিদিন একই সময়ে ঔষধ খেলে ভালো ফলাফল পাওয়া যায়।",Non_Dementia
s171,সকাল সাতটার দিকে আমার একটি গুরুত্বপূর্ণ ক্লাস শুরু হবে।,Non_Dementia
s172,পরিবার সহ কোথাও ঘুরতে যাওয়ার কথা ভাবছি।,Non_Dementia
s173,লাইব্রেরি থেকে কিছু দরকারি বই নিয়ে আসতে হবে।,Non_Dementia
s174,"পরশুদিন আমার দুইটি পরীক্ষা আছে, তাই আগে থেকেই প্রস্তুতি শুরু করতে হবে।",Non_Dementia
s175,আমি একটি চাকরির জন্য আবেদন করেছিলাম।,Non_Dementia
s176,"আমাকে ডাক্তারের কাছে যেতে হবে, আমি আগে থেকে ঠিক করে রেখেছিলাম।",Non_Dementia
s177,পরশুদিন দুপুরে বন্ধুদের সাথে দেখা করতে যাবো।,Non_Dementia
s178,আমাদের সকলের উচিত একটা বনভোজনের আয়োজন করা।,Non_Dementia
s179,দাদার জন্মদিনে একটি উপহার কেনার কথা মনে রাখতে হবে।,Non_Dementia
s180,কুরবানীর পরে অফিস থেকে একটি অনুষ্ঠান হবে।,Non_Dementia
s181,সকালে অফিসের কিছু জরুরি কাগজপত্র জমা দেওয়া লাগবে।,Non_Dementia
s182,এবার রোজায় একটা ইফতার মাহফিলের আয়োজন করতে চাচ্ছি।,Non_Dementia
s183,ইদের মধ্যে বাড়িতে যাবার জন্য টিকেট আগে কিনতে হবে।,Non_Dementia
s184,রাতে আমার একটি প্রিয় নাটকের নতুন পর্ব দেখবো।,Non_Dementia
s185,পরের সপ্তাহে আমাদের একটা ভাইভা পরীক্ষা আছে।,Non_Dementia
s186,গত মাসে স্কুলের সকল ব্যাচের পুনর্মিলনী অনুষ্ঠান ছিলো।,Non_Dementia
s187,"সকালে কাজের লোক আসবে, কিছু বাজার করে রাখতে হবে।",Non_Dementia
s188,ডাক্তার বলেছেন নিয়মিত ঔষধ খেতে পারলে সুস্থ হয়ে যাবে।,Non_Dementia
s189,এই বছরের শেষে আমার ব্যাচেলর ডিগ্রি সম্পূর্ণ হবে।,Non_Dementia
s190,আমার ছোট ভাইয়ের স্কুলের বার্ষিক ক্রীড়া প্রতিযোগিতা আছে।,Non_Dementia
s191,অনেকদিন ধরে ভাবছি সিনেমা হলে যেয়ে মুভি দেখবো।,Non_Dementia
s192,ডিসেম্বর মাসে আমার চুড়ান্ত পরীক্ষার সময়সূচি ঘোষণা হবে।,Non_Dementia
s193,আজ বিকেলে আমাদের বাসায় গ্রামের কিছু আত্মীয় আসবে।,Non_Dementia
s194,অনেক দিন ধরে হাঁটা হচ্ছে না তাই ভাবলাম আজকে হেঁটে বাসায় যাই।,Non_Dementia
s195,সবাই আমার চাচাতো ভাইয়ের বিয়ের জন্য পাত্রী দেখা নিয়ে ব্যস্ত।,Non_Dementia
s196,প্রতি শুক্রবারে বড় মসজিদে অনেক মানুষ নামাজ পড়তে আসে।,Non_Dementia
s197,"ধূমপান  স্বাস্থ্যের জন্য ক্ষতিকর, তোমার এই অভ্যাস বাদ দেয়া উচিত।",Non_Dementia
s198,অনেক দিন ধরে কোনো বিয়ের দাওয়াত আছে।,Non_Dementia
s199,অনেকদিন বাদে আজকে আমার বন্ধু আমার বাসায় আসছে।,Non_Dementia
s200,টাকা জমিয়ে সামনের মাসে ছোট ভাইয়ের জন্য একটা সাইকেল কিনবো।,Non_Dementia
s201,সন্ধ্যায় ছোট বোনের সাথে বাজারে গিয়ে কিছু প্রয়োজনীয় জিনিস কিনতে হবে।,Non_Dementia
s202,"অনেকদিন ধরে সর্দি লেগেছে, কি করলে যে ঠিক হবে কে জানে।",Non_Dementia
s203,আজকে রাতে ক্লাব লিগের ফুটবল খেলা দেখতে হবে।,Non_Dementia
s204,"ইদানিং ভোরবেলায় বেশ ঠান্ডা লাগছে, খুব তাড়াতাড়িই শীতকাল শুরু হয়ে যাবে।",Non_Dementia
s205,"কাজ করার সময় কম্পিউটারটা নষ্ট হয়ে গেছে, ঠিক করাতে হবে।",Non_Dementia
s206,"আমার পাসপোর্ট এর মেয়াদ উত্তীর্ণ হয়ে গেছে, খেয়ালই করিনি।",Non_Dementia
s207,চলো আজকে গাড়িতে করে কোথাও লং ড্রাইভে যাই।,Non_Dementia
s208,"পুরান সব বই পড়া শেষ, নতুন একটা বই কিনতে হবে।",Non_Dementia
s209,বাসায় ফেরার সময় বাবার চশমা টা ঠিক করে আনতে হবে।,Non_Dementia
s210,অবশেষে তিন মাস পর আমার বন্ধুর বিয়ে হতে যাচ্ছে।,Non_Dementia
s211,বিকেলে বন্ধুদের সাথে সাইকেল চালানোর জন্য পার্কে যাবো ।,Non_Dementia
s212,শীতকালে কুয়াশার মধ্যে ধোয়া উঠা পিঠা খেতে খুব ভালো লাগে।,Non_Dementia
s213,"বিকালের নাস্তায় পাস্তা বানিয়েছিলাম, খুব ভালো হয়েছিল।",Non_Dementia
s214,"আগামী সপ্তাহে একটা নতুন সিনেমা মুক্তি পাবে, সবাই অপেক্ষা করছে।",Non_Dementia
s215,"ঢাকা শহরে যে দূষণ, দিনদিন বসবাসের অযোগ্য হয়ে উঠছে।",Non_Dementia
s216,"কালকে এখানে বন্ধুদের সাথে খেতে যাবো, রেস্তোরাঁটি নতুন।",Non_Dementia
s217,"থ্রিলার বই পড়া শুরু করেছি, বেশ আকর্ষণীয় লাগছে।",Non_Dementia
s218,"বিকালে মাঠে খেলাধুলা করতে যেও, তোমার ভালো লাগবে।",Non_Dementia
s219,রাতের খাবার রান্না করার মতো বাজার ঘরে নেই কিন্তু।,Non_Dementia
s220,অনেকদিন হলো স্কুলের বন্ধুদের সাথে দেখা হয় না আমার।,Non_Dementia
s221,"মাথা ব্যথা করছে, অফিসের মিটিং শেষ করেই বাসায় চলে আসবো।",Non_Dementia
s222,কালকে সকালে মনে করে আমাকে বাসা থেকে নিয়ে যেও কিন্তু।,Non_Dementia
s223,আগামী শুক্রবার দূরে কোথাও সপরিবারে ঘুরতে যাবো।,Non_Dementia
s224,গতকাল রাত্রে বাসায় ফিরতে ফিরতে বেশ রাত হয়ে গিয়েছিল।,Non_Dementia
s225,সকালে উঠে একবারে সারা মাসের বাজার করতে যাবো।,Non_Dementia
s226,সামনের বছর বইমেলার স্থান পরিবর্তন করা হচ্ছে।,Non_Dementia
s227,ডাক্তার কে মনে করে রিপোর্ট গুলো দেখিয়ে আনতে হবে।,Non_Dementia
s228,বাসার পাশে নতুন একটা শপিং কমপ্লেক্স উদ্বোধন হবে।,Non_Dementia
s229,রিসার্চের জন্য আবার নতুন কিছু তথ্য সংগ্রহ করতে হবে।,Non_Dementia
s230,গতবারের তুলনায় এবছর শীত বেশ দেরিতেই পড়েছে।,Non_Dementia
s231,অফিস থেকে এবছর সবাইকে নতুন একটা ল্যাপটপ দিয়েছে।,Non_Dementia
s232,আমাদের বিশ্ববিদ্যালয়ে বসন্ত উপলক্ষে বড় অনুষ্ঠান রয়েছে।,Non_Dementia
s233,আগামীকাল বিকালে মায়ের সাথে বই মেলায় ঘুরতে যাবো।,Non_Dementia
s234,বাসায় আত্মীয়স্বজন বেড়াতে আসলে বেশ ভালো লাগে।,Non_Dementia
s235,অন্যদিনের তুলনায় মনে হচ্ছে আজকে রাস্তায় গাড়ির চাপ বেশি।,Non_Dementia
s236,"তাড়াতাড়ি ঘুমাও, সকালে ঘুম থেকে উঠে বাস ধরতে হবে।",Non_Dementia
s237,দেখতে দেখতে সামনের বছর ছোট বোন কে কলেজে ভর্তি করাবো।,Non_Dementia
s238,যাই বলো আজকে দুপুরের খাবারটা কিন্তু বেশ সুস্বাদু হয়েছে।,Non_Dementia
s239,আগামী মাসে এই চাকরিটা ছেড়ে দেওয়ার পরিকল্পনা করেছি।,Non_Dementia
s240,বিকালবেলায় তোমার বাসায় সব বন্ধু বান্ধবরা মিলে যাবো কিন্তু।,Non_Dementia
s241,"আজকের ক্লাসে অনেক নতুন বিষয় শিখলাম, বেশ ভালো লাগছে।",Non_Dementia
s242,আমি বিকেলে কফি শপে বন্ধু বান্ধবদের সাথে সময় কাটাতে যাবো।,Non_Dementia
s243,ভাবছি সকালে হালকা ব্যায়াম করে শরীরটাকে একটু সতেজ রাখবো।,Non_Dementia
s244,"অফিসে কিছু জরুরি কাজ শেষ করতে হবে, আর কিছু টার্গেটও আছে।",Non_Dementia
s245,"বিকেলে বই পড়তে বসো খুব ভালো লাগবে, নতুন বই কিনেছি।",Non_Dementia
s246,"বন্ধুর জন্মদিনে যাবো, তাই তার জন্য উপহার কিনতে যাচ্ছি।",Non_Dementia
s247,শীতের বিকেলে এক কাপ গরম চা খেতে বসলে সত্যিই ভালো লাগবে ।,Non_Dementia
s248,"আজ সকাল থেকে বৃষ্টি শুরু হয়েছে, রাস্তায় বেশ পানি জমে গেছে।",Non_Dementia
s249,পিজ্জা খাওয়ার পর আজ টিফিনে আর কিছু খেতে ইচ্ছে করে নাই।,Non_Dementia
s250,"বন্ধুদের সাথে অনেক দিন পর দেখা হবে, তাই আমি খুবই উৎসাহিত।",Non_Dementia
s251,আজ বিকেলে অনেকদিন পরে আবার ক্রিকেট খেলতে যাবো।,Non_Dementia
s252,"সকালে পড়াশোনা করার পর খুব ভালো লাগছে, পড়া মুখস্থ হয়েছে।",Non_Dementia
s253,সাপ্তাহিক ছুটিতে একটা ছোট ট্যুরে যাওয়ার প্ল্যান করেছি।,Non_Dementia
s254,তোমার সাথে আড্ডা দিলে বুঝতেই পারি না কিভাবে সময় চলে যায়।,Non_Dementia
s255,কালকের মিটিংয়ের জন্য অনেক কিছু প্রস্তুত করতে হবে।,Non_Dementia
s256,"আজকের আবহাওয়া সত্যিই সুন্দর, মৃদু ঠান্ডা বাতাস বইছে।",Non_Dementia
s257,বৃষ্টির দিনে চায়ের সাথে পাকোড়া খেতে দারুণ লাগে কিন্তু বলো।,Non_Dementia
s258,"স্কুলের অনেক কাজ করা বাকি, তবে একটু বিশ্রাম করে নিতে হবে।",Non_Dementia
s259,সকালে একটু ব্যায়াম করার পর শরীরটা চাঙ্গা এবং উদ্যমী মনে হচ্ছে।,Non_Dementia
s260,"সন্ধ্যায় একটা মজার টিভি শো আছে, সবাই মিলে দেখতে বসব।",Non_Dementia
s261,"শপিং করার জন্য টাকা হাতে রেখেছি, শীতের পোশাক নিতে হবে।",Non_Dementia
s262,আজকে বিকেলে বন্ধুদের সাথে অপ্রত্যাশিতভাবে দেখা হয়ে গেলো।,Non_Dementia
s263,"বিকেলে নতুন সিরিজ দেখা শুরু করবো, ট্রেলার বেশ জম্পেশ মনে হচ্ছে।",Non_Dementia
s264,বিকেলে আমার বাড়িতে বন্ধু বান্ধবদের আমন্ত্রণ জানিয়েছি।,Non_Dementia
s265,"আজকের স্ন্যাকস ছিল খুব সুস্বাদু, কোয়ালিটিও ভালো লেগেছে।",Non_Dementia
s266,আজকের প্রজেক্টের কাজ শেষ করে বেশ ভালো লাগছে।,Non_Dementia
